2023-09-10; 79.86; 21.68;350
2023-10-10; 96.11; 29.66;350
2023-11-12; 135.71; 31.75;350
2023-12-13; 144.07; 21.36;350
2024-01-08; 169.22; 37.74;350
2024-02-12; 188.86; 37.02;350
2024-03-09; 166.79; 40.65;350
2024-04-09; 149.27; 42.33;350
2024-05-11; 143.37; 29.92;350
2024-06-10; 105.72; 27.52;350
2024-07-10; 88.79; 28.19;350
2024-08-10; 73.96; 36.37;350
2024-09-11; 84.74; 43.66;350
2024-10-11; 83.24; 46.76;350
